ticket_id,customer_id,issue_type,response_time,resolution_status,feedback_rating
T0510,C65222,Account Issue,44 hours,Escalated,2.6
T0511,C01667,Product Inquiry,40 hours,Escalated,1.9
T0512,C48799,Refund Request,45 hours,Escalated,5.0
T0513,C52932,Order Delay,10 hours,Resolved,3.3
T0514,C00477,Order Delay,40 hours,Resolved,4.5
T0515,C06734,Refund Request,47 hours,Escalated,4.9
T0516,,Refund Request,17 hours,,4.4
T0517,C54703,,6 hours,Pending,2.6
T0518,C39983,Product Inquiry,41 hours,Resolved,1.3
T0519,C72437,Refund Request,3 hours,Escalated,
T0520,C98528,Order Delay,7 hours,Escalated,1.8
T0521,C15911,Product Inquiry,10 hours,Escalated,2.6
T0522,C36944,Product Inquiry,32 hours,Pending,1.7
T0523,C19293,Order Delay,33 hours,Pending,4.8
T0524,C66946,Product Inquiry,4 hours,Pending,
T0525,C09224,,45 hours,Resolved,2.0
T0526,C08323,Account Issue,40 hours,Resolved,4.4
T0527,C07532,Product Inquiry,5 hours,Resolved,
T0528,C84419,Refund Request,36 hours,Escalated,1.7
T0529,C49098,Product Inquiry,8 hours,Pending,2.3
T0530,C87278,Order Delay,7 hours,Escalated,4.9
T0531,,Product Inquiry,11 hours,Escalated,3.5
T0532,C99483,Order Delay,,Pending,3.7
T0533,C15369,Order Delay,,Escalated,2.4
T0534,C71535,Product Inquiry,30 hours,Resolved,2.0
T0535,C01211,Order Delay,46 hours,Pending,4.2
T0536,C47607,Order Delay,39 hours,Resolved,4.9
T0537,C02265,Order Delay,46 hours,Escalated,3.4
T0538,,Refund Request,42 hours,Escalated,4.9
T0539,C43212,Order Delay,7 hours,Resolved,1.2
T0540,C69380,Order Delay,15 hours,Escalated,2.0
T0541,C53767,Refund Request,15 hours,,4.6
T0542,C46842,Order Delay,38 hours,,4.0
T0543,C55458,Account Issue,27 hours,Pending,1.9
T0544,C48444,,8 hours,Pending,1.2
T0545,C25179,Account Issue,11 hours,Resolved,2.6
T0546,C00818,Account Issue,9 hours,Pending,3.3
T0547,C99080,Account Issue,16 hours,Pending,2.2
T0548,C00504,Order Delay,32 hours,,4.4
T0549,C77843,Refund Request,15 hours,Resolved,1.7
T0550,C61745,Refund Request,42 hours,Escalated,1.6
T0551,C89234,Order Delay,17 hours,Resolved,3.5
T0552,C52839,Refund Request,12 hours,Resolved,4.1
T0553,C23386,Product Inquiry,41 hours,Resolved,3.5
T0554,C30736,Product Inquiry,2 hours,Escalated,2.2
T0555,C82297,Product Inquiry,38 hours,Pending,1.9
T0556,C55923,Refund Request,42 hours,Resolved,1.2
T0557,C80897,Product Inquiry,7 hours,Escalated,4.6
T0558,C05343,Account Issue,45 hours,Escalated,3.9
T0559,C20135,Refund Request,18 hours,Pending,1.6
T0560,C99330,Order Delay,7 hours,Escalated,2.7
T0561,C18615,,6 hours,Pending,2.6
T0562,C09956,Account Issue,21 hours,Resolved,4.4
T0563,C72801,Order Delay,32 hours,Pending,3.2
T0564,C55492,Order Delay,19 hours,Escalated,3.1
T0565,C86215,Product Inquiry,41 hours,Resolved,2.9
T0566,C68639,Refund Request,48 hours,Resolved,1.6
T0567,C40799,Product Inquiry,37 hours,Escalated,2.9
T0568,C83367,Order Delay,32 hours,Escalated,2.7
T0569,C63023,Product Inquiry,5 hours,Escalated,2.6
T0570,C82549,Order Delay,27 hours,Pending,1.0
T0571,C79903,Account Issue,37 hours,Escalated,4.4
T0572,C43644,Product Inquiry,1 hours,Resolved,4.9
T0573,C53608,Product Inquiry,9 hours,Pending,1.9
T0574,C06095,Account Issue,24 hours,Pending,2.2
T0575,C63939,Refund Request,5 hours,Pending,1.8
T0576,C74374,Refund Request,44 hours,Escalated,4.1
T0577,C22919,Product Inquiry,7 hours,Escalated,2.0
T0578,C16867,Refund Request,24 hours,Resolved,1.4
T0579,C54171,Account Issue,6 hours,Pending,2.4
T0580,C67033,Order Delay,33 hours,Resolved,1.6
T0581,C15828,Order Delay,15 hours,Pending,2.1
T0582,C17346,Refund Request,7 hours,Resolved,4.2
T0583,C42109,Refund Request,31 hours,Escalated,3.8
T0584,C55538,Product Inquiry,8 hours,Pending,2.3
T0585,C00473,Refund Request,38 hours,Pending,1.4
T0586,C49497,Account Issue,11 hours,Resolved,3.2
T0587,C67248,Order Delay,34 hours,Resolved,3.1
T0588,C90855,Account Issue,48 hours,Escalated,1.6
T0589,C99873,Account Issue,36 hours,Pending,1.6
T0590,C21495,Refund Request,11 hours,Pending,1.2
T0591,C31081,Product Inquiry,46 hours,Resolved,4.4
T0592,C36702,Refund Request,5 hours,Escalated,4.4
T0593,C81075,Account Issue,,Resolved,4.5
T0594,C68844,Order Delay,36 hours,,3.1
T0595,C36170,Order Delay,24 hours,Pending,2.0
T0596,C87349,Refund Request,34 hours,Escalated,2.2
T0597,C19477,Order Delay,38 hours,Pending,2.1
T0598,C08164,Product Inquiry,27 hours,Escalated,3.0
T0599,C97903,Order Delay,29 hours,Escalated,3.3
T0600,C36602,Account Issue,38 hours,Pending,4.1
T0601,C80492,Refund Request,16 hours,Resolved,3.6
T0602,C97798,Product Inquiry,4 hours,Resolved,4.1
T0603,C46921,Product Inquiry,25 hours,Resolved,2.1
T0604,C02143,Account Issue,28 hours,Pending,1.0
T0605,C23759,,,Escalated,1.9
T0606,C11905,,30 hours,Pending,4.2
T0607,C76991,Product Inquiry,33 hours,Pending,4.7
T0608,C92490,Refund Request,28 hours,Escalated,1.4
T0609,C52948,Order Delay,9 hours,Escalated,3.5
T0610,C80732,Account Issue,26 hours,Pending,1.3
T0611,C24461,Order Delay,41 hours,Escalated,1.2
T0612,C10081,Product Inquiry,7 hours,Resolved,4.7
T0613,C47543,Account Issue,39 hours,,3.1
T0614,C62868,Account Issue,6 hours,Escalated,4.3
T0615,C02902,Order Delay,22 hours,Pending,1.5
T0616,,Order Delay,30 hours,Escalated,3.2
T0617,C79983,Refund Request,39 hours,Escalated,
T0618,C78242,Refund Request,24 hours,Resolved,5.0
T0619,C39094,Account Issue,25 hours,Resolved,3.5
T0620,,Product Inquiry,13 hours,,2.7
T0621,,Order Delay,38 hours,Resolved,1.0
T0622,C00760,Account Issue,6 hours,Escalated,4.4
T0623,C21665,Refund Request,16 hours,Resolved,3.5
T0624,C61915,Account Issue,19 hours,Pending,3.7
T0625,C81738,,3 hours,Escalated,3.6
T0626,C40620,Refund Request,20 hours,Escalated,4.5
T0627,,Account Issue,46 hours,Pending,3.9
T0628,C40036,Product Inquiry,26 hours,Resolved,3.1
T0629,C39283,,27 hours,Resolved,1.7
T0630,C26277,Order Delay,5 hours,Pending,3.3
T0631,C46414,Account Issue,44 hours,Escalated,1.2
T0632,C28885,Product Inquiry,45 hours,Pending,3.5
T0633,C44473,Product Inquiry,24 hours,Resolved,2.3
T0634,C26332,Account Issue,28 hours,Resolved,3.1
T0635,C23511,Refund Request,32 hours,Escalated,3.7
T0636,C68925,Refund Request,5 hours,Pending,3.7
T0637,C43116,Refund Request,,Resolved,1.0
T0638,C69253,Refund Request,46 hours,Resolved,2.9
T0639,C92751,Product Inquiry,44 hours,Pending,1.6
T0640,C09793,Product Inquiry,42 hours,Pending,4.0
T0641,C88184,Product Inquiry,25 hours,Resolved,3.6
T0642,C88355,Product Inquiry,12 hours,Escalated,2.2
T0643,C62567,,19 hours,Escalated,2.8
T0644,C24920,Refund Request,3 hours,Resolved,1.4
T0645,C89406,Account Issue,32 hours,Escalated,4.9
T0646,C40867,Account Issue,26 hours,Pending,3.0
T0647,C10580,Account Issue,43 hours,Resolved,4.7
T0648,C67211,,24 hours,Resolved,2.9
T0649,C32181,Order Delay,6 hours,Resolved,5.0
T0650,C67905,Order Delay,39 hours,Resolved,2.1
T0651,C11230,Account Issue,24 hours,Escalated,3.0
T0652,C84548,Order Delay,33 hours,Resolved,3.9
T0653,C37063,Account Issue,40 hours,Resolved,2.4
T0654,C25142,Order Delay,11 hours,Escalated,1.8
T0655,,Product Inquiry,6 hours,Pending,1.8
T0656,C50679,Order Delay,37 hours,Pending,3.4
T0657,C14484,Account Issue,41 hours,Escalated,4.3
T0658,C41746,Account Issue,,Pending,1.3
T0659,C41774,Order Delay,37 hours,Escalated,2.9
T0660,C19090,Refund Request,6 hours,,4.6
T0661,C14897,Order Delay,28 hours,Resolved,3.9
T0662,C09978,Account Issue,30 hours,Escalated,1.1
T0663,C72623,Order Delay,10 hours,Escalated,2.3
T0664,C12367,Refund Request,41 hours,Escalated,2.4
T0665,C29757,Product Inquiry,9 hours,Pending,2.6
T0666,C92905,Refund Request,8 hours,Resolved,1.0
T0667,C00520,Account Issue,4 hours,Resolved,4.1
T0668,C46891,Refund Request,2 hours,Pending,2.3
T0669,C62161,Order Delay,25 hours,Escalated,4.9
T0670,C27362,Refund Request,40 hours,Pending,4.7
T0671,C28304,Order Delay,38 hours,Resolved,1.7
T0672,C13897,Account Issue,43 hours,Pending,2.0
T0673,C94654,Account Issue,33 hours,Resolved,2.6
T0674,C27924,Account Issue,45 hours,Escalated,1.1
T0675,C47678,,,Resolved,2.5
T0676,C34580,Order Delay,35 hours,Pending,1.7
T0677,C31449,Product Inquiry,1 hours,Escalated,3.8
T0678,C79524,Product Inquiry,31 hours,Resolved,4.3
T0679,C13096,Order Delay,3 hours,Resolved,3.2
T0680,C30618,Refund Request,26 hours,Resolved,3.3
T0681,C39667,Order Delay,5 hours,Escalated,3.3
T0682,C72415,Refund Request,17 hours,Escalated,3.4
T0683,C56895,Refund Request,17 hours,Escalated,4.9
T0684,C96128,Account Issue,39 hours,Resolved,4.2
T0685,C93421,Order Delay,39 hours,Escalated,2.8
T0686,C66743,Order Delay,32 hours,Resolved,1.7
T0687,C26413,Order Delay,3 hours,Pending,4.6
T0688,C44168,Refund Request,48 hours,Escalated,1.1
T0689,C61116,Product Inquiry,16 hours,Resolved,4.7
T0690,C51855,Account Issue,18 hours,Resolved,3.4
T0691,C34635,Account Issue,22 hours,Escalated,
T0692,C33370,Order Delay,11 hours,Resolved,4.1
T0693,C73862,Order Delay,27 hours,Pending,2.0
T0694,C83082,Account Issue,17 hours,Escalated,1.1
T0695,C95350,Order Delay,14 hours,Escalated,1.0
T0696,C57530,Refund Request,12 hours,Escalated,
T0697,C81825,,29 hours,Escalated,2.6
T0698,C37905,Product Inquiry,44 hours,Escalated,3.4
T0699,C42456,Order Delay,23 hours,Resolved,2.7
T0700,C15656,Product Inquiry,48 hours,Resolved,2.5
T0701,C27867,Refund Request,22 hours,Escalated,4.2
T0702,C47243,Order Delay,21 hours,Pending,2.7
T0703,,Order Delay,25 hours,,4.1
T0704,C93904,Refund Request,41 hours,Pending,2.4
T0705,C80479,Refund Request,30 hours,Escalated,3.8
T0706,C62202,Order Delay,19 hours,Pending,1.5
T0707,C01663,,21 hours,Pending,4.9
T0708,C37626,Account Issue,18 hours,Resolved,4.9
T0709,C72875,Account Issue,33 hours,Resolved,3.9
T0710,C42486,Account Issue,30 hours,Escalated,3.7
T0711,C27210,,18 hours,Escalated,2.8
T0712,C98818,Account Issue,47 hours,Pending,2.5
T0713,C28933,Refund Request,18 hours,Pending,2.0
T0714,C83551,Order Delay,41 hours,Escalated,2.7
T0715,C77521,Order Delay,31 hours,Pending,4.9
T0716,C53711,Product Inquiry,40 hours,Resolved,1.7
T0717,C70321,Product Inquiry,10 hours,Escalated,3.8
T0718,C39367,Refund Request,4 hours,Escalated,1.6
T0719,C77592,Product Inquiry,15 hours,Resolved,3.2
T0720,C09041,Product Inquiry,43 hours,Escalated,1.9
T0721,C11912,Refund Request,19 hours,Escalated,2.2
T0722,C42095,Refund Request,34 hours,Escalated,3.2
T0723,C15815,,23 hours,Resolved,3.6
T0724,,Order Delay,26 hours,Pending,3.3
T0725,C53185,Order Delay,31 hours,Escalated,1.6
T0726,C61186,Account Issue,3 hours,Escalated,2.2
T0727,C60073,Order Delay,1 hours,Resolved,2.0
T0728,C21489,Account Issue,42 hours,Pending,4.1
T0729,C26020,Refund Request,41 hours,Resolved,1.8
T0730,C42873,Order Delay,30 hours,Escalated,3.2
T0731,C05414,Account Issue,36 hours,Escalated,2.5
T0732,C41621,Refund Request,47 hours,Pending,2.7
T0733,C13181,Refund Request,5 hours,Pending,2.5
T0734,C94613,Refund Request,30 hours,,3.9
T0735,C16113,Refund Request,28 hours,Pending,2.6
T0736,C39983,Account Issue,1 hours,Pending,2.4
T0737,C78429,Order Delay,42 hours,Pending,2.8
T0738,C68945,Order Delay,46 hours,Pending,3.1
T0739,C88577,Refund Request,2 hours,Escalated,2.5
T0740,C10921,Account Issue,27 hours,Pending,2.0
T0741,C15494,Account Issue,9 hours,Escalated,4.4
T0742,C00178,Product Inquiry,11 hours,Pending,1.6
T0743,C36345,Refund Request,31 hours,Resolved,3.3
T0744,C98599,Account Issue,18 hours,Escalated,3.1
T0745,C50707,Account Issue,26 hours,Escalated,3.8
T0746,C88836,Product Inquiry,32 hours,Resolved,3.2
T0747,C19009,,18 hours,Pending,3.0
T0748,C86001,Product Inquiry,41 hours,Escalated,2.5
T0749,C29517,Order Delay,31 hours,Escalated,1.7
T0750,C22067,Order Delay,8 hours,Pending,4.6
T0751,C90443,Refund Request,41 hours,Pending,3.3
T0752,C61516,Order Delay,17 hours,Pending,1.4
T0753,C82849,Order Delay,28 hours,Escalated,4.9
T0754,C93664,Product Inquiry,26 hours,Pending,3.4
T0755,C01237,Product Inquiry,35 hours,Escalated,4.3
T0756,C43461,Order Delay,10 hours,Pending,2.3
T0757,C64637,Product Inquiry,38 hours,Escalated,2.2
T0758,C50354,Product Inquiry,48 hours,Escalated,2.3
T0759,C44222,Order Delay,39 hours,Escalated,1.4
T0760,C43847,Account Issue,20 hours,Pending,2.4
T0761,C78061,Product Inquiry,19 hours,Escalated,4.5
T0762,,Account Issue,34 hours,Escalated,2.1
T0763,C36914,Order Delay,12 hours,Pending,3.3
T0764,C94125,Product Inquiry,20 hours,Escalated,
T0765,C45194,Refund Request,6 hours,Resolved,1.1
T0766,C82959,Refund Request,11 hours,Resolved,2.5
T0767,C36661,Refund Request,,Escalated,4.4
T0768,C04081,Product Inquiry,7 hours,Pending,3.4
T0769,C25356,Account Issue,31 hours,Resolved,2.0
T0770,C76170,Product Inquiry,,Pending,5.0
T0771,C43466,Account Issue,41 hours,Resolved,1.4
T0772,C91862,Refund Request,25 hours,Resolved,1.5
T0773,C48522,,3 hours,Escalated,4.2
T0774,C61275,Product Inquiry,22 hours,Pending,4.1
T0775,C58865,Refund Request,,Escalated,2.8
T0776,C73961,Order Delay,10 hours,Resolved,1.9
T0777,C41337,Product Inquiry,34 hours,Resolved,4.8
T0778,C31198,Product Inquiry,,Escalated,2.7
T0779,C04319,Product Inquiry,3 hours,Escalated,1.2
T0780,C70725,Account Issue,21 hours,Escalated,4.7
T0781,C48604,Order Delay,2 hours,Resolved,2.7
T0782,C25467,Account Issue,,,3.4
T0783,C26602,Refund Request,7 hours,Resolved,4.0
T0784,C01527,,4 hours,Pending,4.1
T0785,C20068,Refund Request,20 hours,Escalated,3.7
T0786,C84592,Product Inquiry,40 hours,Pending,4.3
T0787,C70419,Refund Request,36 hours,Pending,3.0
T0788,C94618,Product Inquiry,25 hours,Pending,1.4
T0789,C46366,Refund Request,25 hours,Pending,2.0
T0790,C18394,Product Inquiry,37 hours,Escalated,1.5
T0791,C45146,Refund Request,28 hours,Pending,4.6
T0792,C78949,Account Issue,13 hours,Resolved,2.3
T0793,C58605,Account Issue,15 hours,Resolved,1.7
T0794,C76365,Order Delay,12 hours,Resolved,3.5
T0795,C69072,Account Issue,47 hours,Resolved,4.5
T0796,C10917,Order Delay,1 hours,Pending,3.8
T0797,C73139,Account Issue,,Escalated,4.7
T0798,C25845,Account Issue,45 hours,,1.2
T0799,C56085,Order Delay,12 hours,Pending,1.8
T0800,C96944,Account Issue,,Resolved,2.4
T0801,C21764,Product Inquiry,31 hours,Escalated,3.3
T0802,C64379,Refund Request,38 hours,Pending,3.3
T0803,C96458,,17 hours,Pending,1.9
T0804,C96035,Account Issue,4 hours,Escalated,2.7
T0805,C91045,Product Inquiry,10 hours,Escalated,2.4
T0806,C64811,Account Issue,35 hours,Resolved,5.0
T0807,C42637,Product Inquiry,17 hours,Resolved,2.3
T0808,C38059,Account Issue,9 hours,Escalated,1.2
T0809,C87152,Product Inquiry,33 hours,Resolved,1.2
T0810,C71117,Account Issue,28 hours,Resolved,4.4
T0811,C11367,Product Inquiry,15 hours,Resolved,2.3
T0812,C97942,Product Inquiry,5 hours,Resolved,3.8
T0813,C40453,,,Resolved,3.9
T0814,C39922,Order Delay,3 hours,Resolved,4.9
T0815,C01128,Order Delay,5 hours,Escalated,
T0816,C22239,,43 hours,Resolved,4.0
T0817,C44538,Product Inquiry,28 hours,Resolved,4.3
T0818,C58998,Account Issue,16 hours,Resolved,
T0819,C18335,Account Issue,9 hours,Pending,3.6
T0820,C36962,Product Inquiry,32 hours,Pending,3.1
T0821,C71695,Refund Request,33 hours,Pending,1.7
T0822,C53577,Product Inquiry,47 hours,Escalated,3.6
T0823,C11288,Product Inquiry,11 hours,Resolved,2.3
T0824,C54957,Refund Request,3 hours,Resolved,2.2
T0825,C66556,Order Delay,47 hours,Pending,2.9
T0826,C54266,Refund Request,4 hours,,2.2
T0827,C54821,Order Delay,29 hours,Pending,3.9
T0828,C19076,Order Delay,17 hours,Resolved,2.6
T0829,C74107,Order Delay,19 hours,Pending,1.9
T0830,C12903,Account Issue,,Resolved,3.8
T0831,C59587,Refund Request,17 hours,Resolved,4.8
T0832,,Account Issue,1 hours,Escalated,3.6
T0833,C43639,Order Delay,15 hours,Escalated,2.6
T0834,C80701,Product Inquiry,39 hours,Pending,3.2
T0835,C62370,,46 hours,Escalated,1.1
T0836,C75687,Account Issue,45 hours,Escalated,2.0
T0837,C48629,Product Inquiry,10 hours,Escalated,3.6
T0838,C72825,Order Delay,2 hours,,4.4
T0839,C79846,Product Inquiry,,Resolved,4.4
T0840,C24889,Refund Request,47 hours,Escalated,4.5
T0841,C66825,Refund Request,20 hours,Pending,2.2
T0842,C03396,Refund Request,3 hours,Escalated,5.0
T0843,C71698,Product Inquiry,43 hours,Resolved,3.1
T0844,C32486,Product Inquiry,25 hours,Escalated,2.0
T0845,C69817,Order Delay,,Pending,3.3
T0846,C72882,Refund Request,34 hours,Escalated,4.2
T0847,C96889,Order Delay,,Pending,4.2
T0848,C12576,,35 hours,Pending,2.8
T0849,C41188,Order Delay,38 hours,Pending,2.0
T0850,C74433,Refund Request,13 hours,Resolved,2.7
T0851,C80445,Refund Request,32 hours,Resolved,2.5
T0852,C30323,Order Delay,46 hours,Escalated,2.7
T0853,C20652,Refund Request,,Resolved,1.4
T0854,C03900,Refund Request,47 hours,Pending,3.6
T0855,C27090,Product Inquiry,42 hours,Pending,3.8
T0856,C73534,Product Inquiry,6 hours,Pending,
T0857,C92488,,5 hours,Pending,2.0
T0858,C63433,Product Inquiry,42 hours,Resolved,1.7
T0859,C67585,Order Delay,1 hours,Escalated,4.2
T0860,C51372,Refund Request,20 hours,Resolved,2.7
T0861,C66245,Account Issue,43 hours,Pending,3.1
T0862,C89196,Account Issue,10 hours,Pending,2.9
T0863,C90320,Product Inquiry,18 hours,Resolved,3.6
T0864,C32393,Order Delay,,Resolved,4.4
T0865,C91876,Product Inquiry,22 hours,Escalated,2.5
T0866,C45286,Account Issue,14 hours,Resolved,1.7
T0867,C48064,Product Inquiry,3 hours,Pending,2.3
T0868,C65134,Account Issue,17 hours,Pending,2.6
T0869,C16242,Order Delay,12 hours,Escalated,2.9
T0870,C39805,Product Inquiry,19 hours,Resolved,2.3
T0871,C40183,Order Delay,23 hours,Escalated,1.7
T0872,C74618,Order Delay,23 hours,Pending,4.2
T0873,C13706,Product Inquiry,,Resolved,4.8
T0874,C30282,Account Issue,4 hours,Escalated,
T0875,C88475,Refund Request,36 hours,Escalated,3.0
T0876,C74477,Account Issue,38 hours,Resolved,2.0
T0877,C19576,Product Inquiry,38 hours,Pending,3.8
T0878,C22079,Order Delay,3 hours,Pending,3.3
T0879,C55350,Refund Request,29 hours,Resolved,4.6
T0880,C89139,Refund Request,9 hours,Resolved,2.7
T0881,,Account Issue,14 hours,Pending,3.2
T0882,C05277,Account Issue,42 hours,Resolved,
T0883,C83753,Refund Request,26 hours,Resolved,2.9
T0884,C81078,Account Issue,43 hours,Pending,2.8
T0885,C67868,Order Delay,26 hours,Pending,3.0
T0886,C48970,Order Delay,14 hours,Escalated,3.1
T0887,C66979,Order Delay,20 hours,Escalated,4.7
T0888,C69049,Order Delay,12 hours,Pending,3.3
T0889,C02714,Order Delay,45 hours,Escalated,2.9
T0890,C96726,,12 hours,Pending,3.5
T0891,C45781,Account Issue,47 hours,Resolved,4.7
T0892,C77406,Refund Request,15 hours,Pending,2.3
T0893,C47803,Product Inquiry,13 hours,Escalated,2.9
T0894,C88385,Product Inquiry,18 hours,Resolved,
T0895,C31100,Refund Request,3 hours,Escalated,4.3
T0896,C19991,Product Inquiry,11 hours,Escalated,4.0
T0897,C89181,Product Inquiry,45 hours,Pending,1.9
T0898,C03773,Refund Request,36 hours,Resolved,1.8
T0899,C04922,Product Inquiry,1 hours,Pending,3.1
T0900,C57720,Account Issue,36 hours,Resolved,4.5
T0901,C19478,Account Issue,25 hours,Pending,3.6
T0902,C58233,Account Issue,28 hours,Resolved,2.8
T0903,C16202,Product Inquiry,6 hours,Escalated,2.8
T0904,C83858,Account Issue,10 hours,Escalated,2.0
T0905,C52985,Account Issue,17 hours,Pending,3.4
T0906,C52857,Product Inquiry,39 hours,Resolved,2.7
T0907,C48828,Order Delay,27 hours,Escalated,
T0908,C52634,Order Delay,,,1.4
T0909,C39490,Account Issue,39 hours,Resolved,2.3
T0910,C84208,Account Issue,46 hours,Escalated,3.1
T0911,C41109,Product Inquiry,29 hours,Pending,3.9
T0912,C51427,Product Inquiry,18 hours,Pending,1.3
T0913,C71870,Refund Request,4 hours,Escalated,3.6
T0914,C99910,Account Issue,46 hours,Resolved,1.8
T0915,C52033,Product Inquiry,16 hours,Escalated,3.9
T0916,C95530,Refund Request,26 hours,Resolved,2.9
T0917,C29255,Product Inquiry,18 hours,Escalated,1.4
T0918,C88250,Product Inquiry,37 hours,Escalated,2.2
T0919,C26647,Order Delay,26 hours,Resolved,1.1
T0920,C67118,Refund Request,3 hours,Resolved,4.3
T0921,C95036,Account Issue,10 hours,Escalated,2.7
T0922,C64936,Account Issue,2 hours,,2.6
T0923,C68454,Product Inquiry,24 hours,Resolved,4.7
T0924,C94297,Order Delay,28 hours,Escalated,4.1
T0925,C54340,Product Inquiry,32 hours,Pending,3.7
T0926,C14756,Refund Request,39 hours,Resolved,4.4
T0927,C88355,Refund Request,5 hours,Resolved,3.4
T0928,C40040,Account Issue,2 hours,Escalated,2.3
T0929,C95493,Product Inquiry,13 hours,Escalated,4.4
T0930,C17921,Product Inquiry,22 hours,Pending,2.1
T0931,C24496,Product Inquiry,41 hours,Resolved,1.4
T0932,C38568,Refund Request,15 hours,Pending,4.8
T0933,C02141,Product Inquiry,20 hours,Pending,2.6
T0934,C89678,Order Delay,38 hours,Resolved,3.3
T0935,C86719,Product Inquiry,14 hours,Escalated,4.1
T0936,C55943,Refund Request,11 hours,Resolved,4.6
T0937,C83717,Order Delay,13 hours,Escalated,2.6
T0938,C05969,,4 hours,Resolved,2.6
T0939,C63250,Product Inquiry,34 hours,Pending,4.3
T0940,C28385,Product Inquiry,34 hours,Pending,2.8
T0941,C28788,Product Inquiry,43 hours,Escalated,3.6
T0942,C95177,Product Inquiry,31 hours,Pending,
T0943,C98803,,45 hours,Escalated,2.6
T0944,C37819,Order Delay,1 hours,Pending,1.6
T0945,C56316,Order Delay,48 hours,Pending,1.6
T0946,C44784,,4 hours,Pending,2.8
T0947,C47999,Product Inquiry,24 hours,Escalated,2.8
T0948,C77069,Order Delay,5 hours,,2.6
T0949,C77484,Product Inquiry,47 hours,Pending,2.1
T0950,C68117,Account Issue,7 hours,Pending,3.8
